timestamp,error_code,source_device,log_message
2024-01-07 22:30:00,OK00,router-01,System operating within normal parameters
2024-01-07 22:45:00,OK00,router-01,System operating within normal parameters
2024-01-07 23:00:00,E004,gateway-04,Packet loss detected
2024-01-07 23:15:00,E004,switch-02,Packet loss detected
2024-01-07 23:30:00,E005,load-balancer-05,Authentication failure
2024-01-07 23:45:00,OK00,gateway-04,System operating within normal parameters
2024-01-08 00:00:00,OK00,load-balancer-05,System operating within normal parameters
2024-01-08 00:15:00,OK00,switch-02,System operating within normal parameters
2024-01-08 00:30:00,E003,firewall-03,Network connectivity issues
2024-01-08 00:45:00,OK00,load-balancer-05,System operating within normal parameters
2024-01-08 01:00:00,OK00,switch-02,System operating within normal parameters
2024-01-08 01:15:00,OK00,load-balancer-05,System operating within normal parameters
2024-01-08 01:30:00,OK00,router-01,System operating within normal parameters
2024-01-08 01:45:00,OK00,switch-02,System operating within normal parameters
2024-01-08 02:00:00,OK00,router-01,System operating within normal parameters
2024-01-08 02:15:00,OK00,switch-02,System operating within normal parameters
2024-01-08 02:30:00,OK00,firewall-03,System operating within normal parameters
2024-01-08 02:45:00,E002,gateway-04,Memory usage exceeded threshold
2024-01-08 03:00:00,E001,load-balancer-05,High CPU utilization detected
2024-01-08 03:15:00,OK00,gateway-04,System operating within normal parameters
2024-01-08 03:30:00,OK00,load-balancer-05,System operating within normal parameters
2024-01-08 03:45:00,OK00,load-balancer-05,System operating within normal parameters
2024-01-08 04:00:00,OK00,switch-02,System operating within normal parameters
2024-01-08 04:15:00,OK00,router-01,System operating within normal parameters
2024-01-08 04:30:00,OK00,firewall-03,System operating within normal parameters
2024-01-08 04:45:00,OK00,firewall-03,System operating within normal parameters
2024-01-08 05:00:00,OK00,switch-02,System operating within normal parameters
2024-01-08 05:15:00,OK00,router-01,System operating within normal parameters
2024-01-08 05:30:00,OK00,firewall-03,System operating within normal parameters
2024-01-08 05:45:00,E003,gateway-04,Network connectivity issues
2024-01-08 06:00:00,E004,firewall-03,Packet loss detected
2024-01-08 06:15:00,OK00,gateway-04,System operating within normal parameters
2024-01-08 06:30:00,E003,gateway-04,Network connectivity issues
2024-01-08 06:45:00,OK00,router-01,System operating within normal parameters
2024-01-08 07:00:00,OK00,gateway-04,System operating within normal parameters
2024-01-08 07:15:00,E003,gateway-04,Network connectivity issues
2024-01-08 07:30:00,OK00,gateway-04,System operating within normal parameters
2024-01-08 07:45:00,OK00,firewall-03,System operating within normal parameters
2024-01-08 08:00:00,OK00,switch-02,System operating within normal parameters
2024-01-08 08:15:00,OK00,load-balancer-05,System operating within normal parameters
2024-01-08 08:30:00,E001,load-balancer-05,High CPU utilization detected
2024-01-08 08:45:00,OK00,switch-02,System operating within normal parameters
2024-01-08 09:00:00,OK00,load-balancer-05,System operating within normal parameters
2024-01-08 09:15:00,OK00,firewall-03,System operating within normal parameters
2024-01-08 09:30:00,E001,firewall-03,High CPU utilization detected
2024-01-08 09:45:00,E005,router-01,Authentication failure
2024-01-08 10:00:00,OK00,switch-02,System operating within normal parameters
2024-01-08 10:15:00,OK00,firewall-03,System operating within normal parameters
2024-01-08 10:30:00,E005,load-balancer-05,Authentication failure
2024-01-08 10:45:00,E001,switch-02,High CPU utilization detected
2024-01-08 11:00:00,E001,switch-02,High CPU utilization detected
2024-01-08 11:15:00,E003,switch-02,Network connectivity issues
2024-01-08 11:30:00,E005,gateway-04,Authentication failure
2024-01-08 11:45:00,OK00,switch-02,System operating within normal parameters
2024-01-08 12:00:00,E004,gateway-04,Packet loss detected
2024-01-08 12:15:00,OK00,gateway-04,System operating within normal parameters
2024-01-08 12:30:00,E004,firewall-03,Packet loss detected
2024-01-08 12:45:00,OK00,load-balancer-05,System operating within normal parameters
2024-01-08 13:00:00,E003,router-01,Network connectivity issues
2024-01-08 13:15:00,E004,router-01,Packet loss detected
2024-01-08 13:30:00,E001,router-01,High CPU utilization detected
2024-01-08 13:45:00,OK00,switch-02,System operating within normal parameters
2024-01-08 14:00:00,OK00,switch-02,System operating within normal parameters
2024-01-08 14:15:00,OK00,firewall-03,System operating within normal parameters
2024-01-08 14:30:00,OK00,switch-02,System operating within normal parameters
2024-01-08 14:45:00,OK00,firewall-03,System operating within normal parameters
2024-01-08 15:00:00,E003,load-balancer-05,Network connectivity issues
2024-01-08 15:15:00,OK00,router-01,System operating within normal parameters
2024-01-08 15:30:00,OK00,gateway-04,System operating within normal parameters
2024-01-08 15:45:00,OK00,load-balancer-05,System operating within normal parameters
2024-01-08 16:00:00,E003,firewall-03,Network connectivity issues
2024-01-08 16:15:00,E003,firewall-03,Network connectivity issues
2024-01-08 16:30:00,OK00,load-balancer-05,System operating within normal parameters
2024-01-08 16:45:00,OK00,router-01,System operating within normal parameters
2024-01-08 17:00:00,OK00,load-balancer-05,System operating within normal parameters
2024-01-08 17:15:00,OK00,gateway-04,System operating within normal parameters
2024-01-08 17:30:00,E002,load-balancer-05,Memory usage exceeded threshold
2024-01-08 17:45:00,OK00,gateway-04,System operating within normal parameters
2024-01-08 18:00:00,OK00,firewall-03,System operating within normal parameters
2024-01-08 18:15:00,OK00,firewall-03,System operating within normal parameters
2024-01-08 18:30:00,E005,firewall-03,Authentication failure
2024-01-08 18:45:00,OK00,firewall-03,System operating within normal parameters
2024-01-08 19:00:00,E004,gateway-04,Packet loss detected
2024-01-08 19:15:00,OK00,router-01,System operating within normal parameters
2024-01-08 19:30:00,E005,gateway-04,Authentication failure
2024-01-08 19:45:00,OK00,load-balancer-05,System operating within normal parameters
2024-01-08 20:00:00,OK00,firewall-03,System operating within normal parameters
2024-01-08 20:15:00,E004,gateway-04,Packet loss detected
2024-01-08 20:30:00,OK00,gateway-04,System operating within normal parameters
2024-01-08 20:45:00,OK00,switch-02,System operating within normal parameters
2024-01-08 21:00:00,OK00,firewall-03,System operating within normal parameters
2024-01-08 21:15:00,E005,router-01,Authentication failure
2024-01-08 21:30:00,OK00,gateway-04,System operating within normal parameters
2024-01-08 21:45:00,E002,gateway-04,Memory usage exceeded threshold
2024-01-08 22:00:00,E001,firewall-03,High CPU utilization detected
2024-01-08 22:15:00,OK00,router-01,System operating within normal parameters
2024-01-08 22:30:00,OK00,gateway-04,System operating within normal parameters
2024-01-08 22:45:00,OK00,router-01,System operating within normal parameters
2024-01-08 23:00:00,OK00,load-balancer-05,System operating within normal parameters
2024-01-08 23:15:00,OK00,load-balancer-05,System operating within normal parameters
2024-01-08 23:30:00,E001,router-01,High CPU utilization detected
2024-01-08 23:45:00,OK00,gateway-04,System operating within normal parameters
2024-01-09 00:00:00,OK00,gateway-04,System operating within normal parameters
2024-01-09 00:15:00,OK00,router-01,System operating within normal parameters
2024-01-09 00:30:00,OK00,router-01,System operating within normal parameters
2024-01-09 00:45:00,OK00,switch-02,System operating within normal parameters
2024-01-09 01:00:00,OK00,gateway-04,System operating within normal parameters
2024-01-09 01:15:00,OK00,load-balancer-05,System operating within normal parameters
2024-01-09 01:30:00,E003,load-balancer-05,Network connectivity issues
2024-01-09 01:45:00,E004,firewall-03,Packet loss detected
2024-01-09 02:00:00,OK00,load-balancer-05,System operating within normal parameters
2024-01-09 02:15:00,E003,load-balancer-05,Network connectivity issues
2024-01-09 02:30:00,E002,switch-02,Memory usage exceeded threshold
2024-01-09 02:45:00,OK00,load-balancer-05,System operating within normal parameters
2024-01-09 03:00:00,OK00,gateway-04,System operating within normal parameters
2024-01-09 03:15:00,OK00,router-01,System operating within normal parameters
2024-01-09 03:30:00,OK00,gateway-04,System operating within normal parameters
2024-01-09 03:45:00,OK00,router-01,System operating within normal parameters
2024-01-09 04:00:00,OK00,load-balancer-05,System operating within normal parameters
2024-01-09 04:15:00,E005,firewall-03,Authentication failure
2024-01-09 04:30:00,OK00,router-01,System operating within normal parameters
2024-01-09 04:45:00,OK00,switch-02,System operating within normal parameters
2024-01-09 05:00:00,OK00,router-01,System operating within normal parameters
2024-01-09 05:15:00,E002,firewall-03,Memory usage exceeded threshold
2024-01-09 05:30:00,OK00,load-balancer-05,System operating within normal parameters
2024-01-09 05:45:00,E004,load-balancer-05,Packet loss detected
2024-01-09 06:00:00,E005,switch-02,Authentication failure
2024-01-09 06:15:00,OK00,firewall-03,System operating within normal parameters
2024-01-09 06:30:00,OK00,switch-02,System operating within normal parameters
2024-01-09 06:45:00,E001,gateway-04,High CPU utilization detected
2024-01-09 07:00:00,OK00,switch-02,System operating within normal parameters
2024-01-09 07:15:00,OK00,load-balancer-05,System operating within normal parameters
2024-01-09 07:30:00,OK00,switch-02,System operating within normal parameters
2024-01-09 07:45:00,E002,firewall-03,Memory usage exceeded threshold
2024-01-09 08:00:00,OK00,router-01,System operating within normal parameters
2024-01-09 08:15:00,OK00,gateway-04,System operating within normal parameters
2024-01-09 08:30:00,OK00,firewall-03,System operating within normal parameters
2024-01-09 08:45:00,OK00,load-balancer-05,System operating within normal parameters
2024-01-09 09:00:00,OK00,firewall-03,System operating within normal parameters
2024-01-09 09:15:00,E004,firewall-03,Packet loss detected
2024-01-09 09:30:00,OK00,firewall-03,System operating within normal parameters
2024-01-09 09:45:00,OK00,switch-02,System operating within normal parameters
2024-01-09 10:00:00,OK00,load-balancer-05,System operating within normal parameters
2024-01-09 10:15:00,OK00,load-balancer-05,System operating within normal parameters
2024-01-09 10:30:00,E004,load-balancer-05,Packet loss detected
2024-01-09 10:45:00,OK00,switch-02,System operating within normal parameters
2024-01-09 11:00:00,OK00,router-01,System operating within normal parameters
2024-01-09 11:15:00,OK00,load-balancer-05,System operating within normal parameters
2024-01-09 11:30:00,OK00,firewall-03,System operating within normal parameters
2024-01-09 11:45:00,E001,load-balancer-05,High CPU utilization detected
2024-01-09 12:00:00,OK00,firewall-03,System operating within normal parameters
2024-01-09 12:15:00,OK00,gateway-04,System operating within normal parameters
2024-01-09 12:30:00,E002,load-balancer-05,Memory usage exceeded threshold
2024-01-09 12:45:00,OK00,load-balancer-05,System operating within normal parameters
2024-01-09 13:00:00,OK00,load-balancer-05,System operating within normal parameters
2024-01-09 13:15:00,OK00,load-balancer-05,System operating within normal parameters
2024-01-09 13:30:00,OK00,load-balancer-05,System operating within normal parameters
2024-01-09 13:45:00,OK00,firewall-03,System operating within normal parameters
2024-01-09 14:00:00,OK00,load-balancer-05,System operating within normal parameters
2024-01-09 14:15:00,OK00,gateway-04,System operating within normal parameters
2024-01-09 14:30:00,OK00,switch-02,System operating within normal parameters
2024-01-09 14:45:00,E004,gateway-04,Packet loss detected
2024-01-09 15:00:00,E005,gateway-04,Authentication failure
2024-01-09 15:15:00,OK00,gateway-04,System operating within normal parameters
2024-01-09 15:30:00,E002,gateway-04,Memory usage exceeded threshold
2024-01-09 15:45:00,OK00,router-01,System operating within normal parameters
2024-01-09 16:00:00,OK00,gateway-04,System operating within normal parameters
2024-01-09 16:15:00,E005,firewall-03,Authentication failure
2024-01-09 16:30:00,E001,load-balancer-05,High CPU utilization detected
2024-01-09 16:45:00,OK00,switch-02,System operating within normal parameters
2024-01-09 17:00:00,E003,router-01,Network connectivity issues
2024-01-09 17:15:00,OK00,router-01,System operating within normal parameters
2024-01-09 17:30:00,OK00,switch-02,System operating within normal parameters
2024-01-09 17:45:00,OK00,gateway-04,System operating within normal parameters
2024-01-09 18:00:00,OK00,gateway-04,System operating within normal parameters
2024-01-09 18:15:00,OK00,router-01,System operating within normal parameters
2024-01-09 18:30:00,OK00,firewall-03,System operating within normal parameters
2024-01-09 18:45:00,OK00,load-balancer-05,System operating within normal parameters
2024-01-09 19:00:00,OK00,load-balancer-05,System operating within normal parameters
2024-01-09 19:15:00,OK00,load-balancer-05,System operating within normal parameters
2024-01-09 19:30:00,OK00,load-balancer-05,System operating within normal parameters
2024-01-09 19:45:00,OK00,load-balancer-05,System operating within normal parameters
2024-01-09 20:00:00,OK00,firewall-03,System operating within normal parameters
2024-01-09 20:15:00,OK00,firewall-03,System operating within normal parameters
2024-01-09 20:30:00,E001,switch-02,High CPU utilization detected
2024-01-09 20:45:00,OK00,router-01,System operating within normal parameters
2024-01-09 21:00:00,OK00,router-01,System operating within normal parameters
2024-01-09 21:15:00,OK00,router-01,System operating within normal parameters
2024-01-09 21:30:00,OK00,gateway-04,System operating within normal parameters
2024-01-09 21:45:00,OK00,gateway-04,System operating within normal parameters
2024-01-09 22:00:00,OK00,load-balancer-05,System operating within normal parameters
2024-01-09 22:15:00,OK00,firewall-03,System operating within normal parameters
2024-01-09 22:30:00,OK00,load-balancer-05,System operating within normal parameters
2024-01-09 22:45:00,OK00,load-balancer-05,System operating within normal parameters
2024-01-09 23:00:00,E004,load-balancer-05,Packet loss detected
2024-01-09 23:15:00,OK00,router-01,System operating within normal parameters
2024-01-09 23:30:00,OK00,router-01,System operating within normal parameters
2024-01-09 23:45:00,OK00,gateway-04,System operating within normal parameters
2024-01-10 00:00:00,OK00,router-01,System operating within normal parameters
2024-01-10 00:15:00,E001,gateway-04,High CPU utilization detected
2024-01-10 00:30:00,OK00,load-balancer-05,System operating within normal parameters
2024-01-10 00:45:00,OK00,gateway-04,System operating within normal parameters
2024-01-10 01:00:00,OK00,gateway-04,System operating within normal parameters
2024-01-10 01:15:00,E001,load-balancer-05,High CPU utilization detected
2024-01-10 01:30:00,OK00,switch-02,System operating within normal parameters
2024-01-10 01:45:00,E001,gateway-04,High CPU utilization detected
2024-01-10 02:00:00,OK00,gateway-04,System operating within normal parameters
2024-01-10 02:15:00,OK00,load-balancer-05,System operating within normal parameters
2024-01-10 02:30:00,OK00,router-01,System operating within normal parameters
2024-01-10 02:45:00,E004,gateway-04,Packet loss detected
2024-01-10 03:00:00,OK00,firewall-03,System operating within normal parameters
2024-01-10 03:15:00,OK00,router-01,System operating within normal parameters
2024-01-10 03:30:00,OK00,firewall-03,System operating within normal parameters
2024-01-10 03:45:00,OK00,router-01,System operating within normal parameters
2024-01-10 04:00:00,OK00,gateway-04,System operating within normal parameters
2024-01-10 04:15:00,OK00,switch-02,System operating within normal parameters
2024-01-10 04:30:00,OK00,load-balancer-05,System operating within normal parameters
2024-01-10 04:45:00,OK00,load-balancer-05,System operating within normal parameters
2024-01-10 05:00:00,E005,switch-02,Authentication failure
2024-01-10 05:15:00,E002,router-01,Memory usage exceeded threshold
2024-01-10 05:30:00,OK00,router-01,System operating within normal parameters
2024-01-10 05:45:00,OK00,firewall-03,System operating within normal parameters
2024-01-10 06:00:00,OK00,router-01,System operating within normal parameters
2024-01-10 06:15:00,OK00,firewall-03,System operating within normal parameters
2024-01-10 06:30:00,E001,gateway-04,High CPU utilization detected
2024-01-10 06:45:00,OK00,firewall-03,System operating within normal parameters
2024-01-10 07:00:00,E004,load-balancer-05,Packet loss detected
2024-01-10 07:15:00,OK00,switch-02,System operating within normal parameters
2024-01-10 07:30:00,E004,gateway-04,Packet loss detected
2024-01-10 07:45:00,OK00,router-01,System operating within normal parameters
2024-01-10 08:00:00,OK00,load-balancer-05,System operating within normal parameters
2024-01-10 08:15:00,OK00,router-01,System operating within normal parameters
2024-01-10 08:30:00,OK00,router-01,System operating within normal parameters
2024-01-10 08:45:00,E005,switch-02,Authentication failure
2024-01-10 09:00:00,OK00,firewall-03,System operating within normal parameters
2024-01-10 09:15:00,OK00,load-balancer-05,System operating within normal parameters
2024-01-10 09:30:00,E001,switch-02,High CPU utilization detected
2024-01-10 09:45:00,OK00,load-balancer-05,System operating within normal parameters
2024-01-10 10:00:00,OK00,router-01,System operating within normal parameters
2024-01-10 10:15:00,OK00,firewall-03,System operating within normal parameters
2024-01-10 10:30:00,OK00,gateway-04,System operating within normal parameters
2024-01-10 10:45:00,OK00,switch-02,System operating within normal parameters
2024-01-10 11:00:00,OK00,router-01,System operating within normal parameters
2024-01-10 11:15:00,OK00,load-balancer-05,System operating within normal parameters
2024-01-10 11:30:00,OK00,firewall-03,System operating within normal parameters
2024-01-10 11:45:00,OK00,firewall-03,System operating within normal parameters
2024-01-10 12:00:00,OK00,router-01,System operating within normal parameters
2024-01-10 12:15:00,E005,gateway-04,Authentication failure
2024-01-10 12:30:00,E004,gateway-04,Packet loss detected
2024-01-10 12:45:00,OK00,firewall-03,System operating within normal parameters
2024-01-10 13:00:00,E002,load-balancer-05,Memory usage exceeded threshold
2024-01-10 13:15:00,E002,gateway-04,Memory usage exceeded threshold
2024-01-10 13:30:00,OK00,firewall-03,System operating within normal parameters
2024-01-10 13:45:00,E003,gateway-04,Network connectivity issues
2024-01-10 14:00:00,OK00,gateway-04,System operating within normal parameters
2024-01-10 14:15:00,E004,switch-02,Packet loss detected
2024-01-10 14:30:00,OK00,router-01,System operating within normal parameters
2024-01-10 14:45:00,OK00,router-01,System operating within normal parameters
2024-01-10 15:00:00,OK00,load-balancer-05,System operating within normal parameters
2024-01-10 15:15:00,OK00,gateway-04,System operating within normal parameters
2024-01-10 15:30:00,OK00,firewall-03,System operating within normal parameters
2024-01-10 15:45:00,OK00,load-balancer-05,System operating within normal parameters
2024-01-10 16:00:00,OK00,load-balancer-05,System operating within normal parameters
2024-01-10 16:15:00,E003,router-01,Network connectivity issues
2024-01-10 16:30:00,OK00,firewall-03,System operating within normal parameters
2024-01-10 16:45:00,OK00,load-balancer-05,System operating within normal parameters
2024-01-10 17:00:00,OK00,gateway-04,System operating within normal parameters
2024-01-10 17:15:00,OK00,gateway-04,System operating within normal parameters
2024-01-10 17:30:00,OK00,router-01,System operating within normal parameters
2024-01-10 17:45:00,OK00,gateway-04,System operating within normal parameters
2024-01-10 18:00:00,OK00,router-01,System operating within normal parameters
2024-01-10 18:15:00,E004,gateway-04,Packet loss detected
2024-01-10 18:30:00,OK00,firewall-03,System operating within normal parameters
2024-01-10 18:45:00,OK00,router-01,System operating within normal parameters
2024-01-10 19:00:00,E002,firewall-03,Memory usage exceeded threshold
2024-01-10 19:15:00,OK00,gateway-04,System operating within normal parameters
2024-01-10 19:30:00,OK00,gateway-04,System operating within normal parameters
2024-01-10 19:45:00,OK00,switch-02,System operating within normal parameters
2024-01-10 20:00:00,OK00,firewall-03,System operating within normal parameters
2024-01-10 20:15:00,E004,load-balancer-05,Packet loss detected
2024-01-10 20:30:00,OK00,firewall-03,System operating within normal parameters
2024-01-10 20:45:00,OK00,router-01,System operating within normal parameters
2024-01-10 21:00:00,OK00,gateway-04,System operating within normal parameters
2024-01-10 21:15:00,OK00,load-balancer-05,System operating within normal parameters
2024-01-10 21:30:00,OK00,switch-02,System operating within normal parameters
2024-01-10 21:45:00,OK00,gateway-04,System operating within normal parameters
2024-01-10 22:00:00,OK00,switch-02,System operating within normal parameters
2024-01-10 22:15:00,OK00,gateway-04,System operating within normal parameters
2024-01-10 22:30:00,OK00,gateway-04,System operating within normal parameters
2024-01-10 22:45:00,OK00,firewall-03,System operating within normal parameters
2024-01-10 23:00:00,OK00,router-01,System operating within normal parameters
2024-01-10 23:15:00,OK00,firewall-03,System operating within normal parameters
2024-01-10 23:30:00,OK00,gateway-04,System operating within normal parameters
2024-01-10 23:45:00,OK00,gateway-04,System operating within normal parameters
2024-01-11 00:00:00,OK00,load-balancer-05,System operating within normal parameters
2024-01-11 00:15:00,OK00,firewall-03,System operating within normal parameters
2024-01-11 00:30:00,OK00,gateway-04,System operating within normal parameters
2024-01-11 00:45:00,OK00,firewall-03,System operating within normal parameters
2024-01-11 01:00:00,OK00,firewall-03,System operating within normal parameters
2024-01-11 01:15:00,E004,router-01,Packet loss detected
2024-01-11 01:30:00,OK00,router-01,System operating within normal parameters
2024-01-11 01:45:00,OK00,switch-02,System operating within normal parameters
2024-01-11 02:00:00,E004,load-balancer-05,Packet loss detected
2024-01-11 02:15:00,OK00,gateway-04,System operating within normal parameters
2024-01-11 02:30:00,OK00,switch-02,System operating within normal parameters
2024-01-11 02:45:00,OK00,router-01,System operating within normal parameters
2024-01-11 03:00:00,OK00,router-01,System operating within normal parameters
2024-01-11 03:15:00,OK00,firewall-03,System operating within normal parameters
2024-01-11 03:30:00,OK00,firewall-03,System operating within normal parameters
2024-01-11 03:45:00,OK00,router-01,System operating within normal parameters
2024-01-11 04:00:00,OK00,gateway-04,System operating within normal parameters
2024-01-11 04:15:00,OK00,switch-02,System operating within normal parameters
2024-01-11 04:30:00,OK00,router-01,System operating within normal parameters
2024-01-11 04:45:00,E004,switch-02,Packet loss detected
2024-01-11 05:00:00,OK00,load-balancer-05,System operating within normal parameters
2024-01-11 05:15:00,OK00,router-01,System operating within normal parameters
2024-01-11 05:30:00,E003,router-01,Network connectivity issues
2024-01-11 05:45:00,OK00,switch-02,System operating within normal parameters
2024-01-11 06:00:00,OK00,gateway-04,System operating within normal parameters
2024-01-11 06:15:00,OK00,firewall-03,System operating within normal parameters
2024-01-11 06:30:00,OK00,gateway-04,System operating within normal parameters
2024-01-11 06:45:00,E003,router-01,Network connectivity issues
2024-01-11 07:00:00,OK00,router-01,System operating within normal parameters
2024-01-11 07:15:00,OK00,gateway-04,System operating within normal parameters
2024-01-11 07:30:00,OK00,gateway-04,System operating within normal parameters
2024-01-11 07:45:00,OK00,router-01,System operating within normal parameters
2024-01-11 08:00:00,OK00,firewall-03,System operating within normal parameters
2024-01-11 08:15:00,OK00,gateway-04,System operating within normal parameters
2024-01-11 08:30:00,OK00,gateway-04,System operating within normal parameters
2024-01-11 08:45:00,E001,firewall-03,High CPU utilization detected
2024-01-11 09:00:00,E001,gateway-04,High CPU utilization detected
2024-01-11 09:15:00,OK00,load-balancer-05,System operating within normal parameters
2024-01-11 09:30:00,OK00,firewall-03,System operating within normal parameters
2024-01-11 09:45:00,OK00,firewall-03,System operating within normal parameters
